OrderID,OrderDate,CustomerID,ProductID,GeographyID,SalesRepID,ChannelID,Quantity,UnitPrice,Revenue,Cost,GrossProfit,GrossMarginPercent
ORD-0000050,2020-01-01,CUST-0236,PROD-0053,GEO-0015,REP-013,CHN-002,9,5091,45819,23826,21993,48
ORD-0000051,2020-01-25,CUST-0266,PROD-0025,GEO-0007,REP-002,CHN-003,3,23258,69774,26514,43260,62
ORD-0000052,2020-01-20,CUST-0484,PROD-0012,GEO-0007,REP-023,CHN-002,6,7715,46290,24071,22219,48
ORD-0000053,2020-01-23,CUST-0126,PROD-0060,GEO-0010,REP-013,CHN-003,8,16580,132640,50403,82237,62
ORD-0000054,2020-01-21,CUST-0437,PROD-0028,GEO-0003,REP-022,CHN-002,8,22787,182296,94794,87502,48
ORD-0000055,2020-01-01,CUST-0334,PROD-0019,GEO-0001,REP-009,CHN-002,6,3594,21564,11213,10351,48
ORD-0000056,2020-01-25,CUST-0240,PROD-0026,GEO-0014,REP-024,CHN-002,1,57872,57872,30093,27779,48
ORD-0000057,2020-01-13,CUST-0436,PROD-0020,GEO-0003,REP-010,CHN-001,3,51920,155760,70092,85668,55
ORD-0000058,2019-12-31,CUST-0276,PROD-0052,GEO-0019,REP-003,CHN-004,7,5205,36435,20039,16396,45
ORD-0000059,2020-01-25,CUST-0450,PROD-0046,GEO-0009,REP-015,CHN-002,5,3828,19140,9953,9187,48
ORD-0000060,2020-01-17,CUST-0414,PROD-0057,GEO-0012,REP-002,CHN-004,10,1732,17320,9526,7794,45
ORD-0000061,2020-01-17,CUST-0402,PROD-0027,GEO-0001,REP-003,CHN-002,4,18332,73328,38131,35197,48
ORD-0000062,2020-01-18,CUST-0161,PROD-0053,GEO-0017,REP-012,CHN-004,2,9549,19098,10504,8594,45
ORD-0000063,2020-01-14,CUST-0452,PROD-0016,GEO-0010,REP-010,CHN-002,5,5699,28495,14817,13678,48
ORD-0000064,2020-01-25,CUST-0155,PROD-0008,GEO-0011,REP-017,CHN-001,8,14462,115696,52063,63633,55
ORD-0000065,2020-01-26,CUST-0232,PROD-0030,GEO-0014,REP-024,CHN-001,7,9447,66129,29758,36371,55
ORD-0000066,2020-01-14,CUST-0449,PROD-0016,GEO-0004,REP-009,CHN-001,3,53527,160581,72261,88320,55
ORD-0000067,2020-01-14,CUST-0010,PROD-0014,GEO-0001,REP-003,CHN-001,1,48685,48685,21908,26777,55
ORD-0000068,2020-01-23,CUST-0236,PROD-0029,GEO-0019,REP-014,CHN-002,10,7642,76420,39738,36682,48
ORD-0000069,2020-01-14,CUST-0425,PROD-0027,GEO-0002,REP-005,CHN-003,1,27628,27628,10499,17129,62
ORD-0000070,2020-01-06,CUST-0159,PROD-0043,GEO-0014,REP-018,CHN-004,9,3456,31104,17107,13997,45
ORD-0000071,2020-01-10,CUST-0264,PROD-0010,GEO-0002,REP-025,CHN-001,3,35417,106251,47813,58438,55
ORD-0000072,2020-01-09,CUST-0019,PROD-0060,GEO-0017,REP-013,CHN-004,10,5093,50930,28012,22918,45
ORD-0000073,2020-01-30,CUST-0393,PROD-0029,GEO-0016,REP-004,CHN-001,3,18269,54807,24663,30144,55
ORD-0000074,2020-01-12,CUST-0185,PROD-0059,GEO-0004,REP-025,CHN-002,6,20078,120468,62643,57825,48
ORD-0000075,2020-01-14,CUST-0328,PROD-0006,GEO-0014,REP-024,CHN-001,10,10207,102070,45931,56139,55
ORD-0000076,2020-01-24,CUST-0110,PROD-0011,GEO-0003,REP-022,CHN-002,10,13162,131620,68442,63178,48
ORD-0000077,2020-01-09,CUST-0494,PROD-0056,GEO-0004,REP-025,CHN-003,2,22285,44570,16937,27633,62
ORD-0000078,2020-01-08,CUST-0396,PROD-0053,GEO-0010,REP-001,CHN-004,3,6379,19137,10525,8612,45
ORD-0000079,2020-01-23,CUST-0387,PROD-0019,GEO-0014,REP-020,CHN-003,3,44613,133839,50859,82980,62
ORD-0000080,2020-01-06,CUST-0446,PROD-0012,GEO-0014,REP-022,CHN-002,1,46610,46610,24237,22373,48
ORD-0000081,2020-01-09,CUST-0292,PROD-0038,GEO-0019,REP-006,CHN-002,10,7680,76800,39936,36864,48
ORD-0000082,2020-01-11,CUST-0288,PROD-0010,GEO-0019,REP-011,CHN-003,9,5787,52083,19792,32291,62
ORD-0000083,2020-01-11,CUST-0396,PROD-0029,GEO-0001,REP-016,CHN-001,9,3006,27054,12174,14880,55
ORD-0000084,2020-01-18,CUST-0410,PROD-0029,GEO-0006,REP-021,CHN-003,2,38270,76540,29085,47455,62
ORD-0000085,2020-01-21,CUST-0002,PROD-0034,GEO-0018,REP-025,CHN-003,5,50845,254225,96606,157619,62
ORD-0000086,2020-01-28,CUST-0225,PROD-0032,GEO-0019,REP-025,CHN-001,2,19916,39832,17924,21908,55
ORD-0000087,2020-01-19,CUST-0299,PROD-0022,GEO-0014,REP-015,CHN-003,4,18439,73756,28027,45729,62
ORD-0000088,2020-01-26,CUST-0271,PROD-0034,GEO-0013,REP-015,CHN-003,1,246086,246086,93513,152573,62
ORD-0000089,2020-01-22,CUST-0438,PROD-0007,GEO-0017,REP-001,CHN-003,3,18677,56031,21292,34739,62
ORD-0000090,2020-01-12,CUST-0205,PROD-0050,GEO-0010,REP-018,CHN-002,4,9634,38536,20039,18497,48
ORD-0000091,2020-01-30,CUST-0368,PROD-0058,GEO-0019,REP-024,CHN-002,8,2497,19976,10388,9588,48
ORD-0000092,2020-01-23,CUST-0375,PROD-0019,GEO-0016,REP-002,CHN-002,10,6560,65600,34112,31488,48
ORD-0000093,2020-01-17,CUST-0154,PROD-0060,GEO-0017,REP-002,CHN-003,1,21089,21089,8014,13075,62
ORD-0000094,2020-01-02,CUST-0070,PROD-0013,GEO-0007,REP-005,CHN-004,7,38795,271565,149361,122204,45
ORD-0000095,2020-01-04,CUST-0400,PROD-0013,GEO-0003,REP-001,CHN-004,7,37518,262626,144444,118182,45
ORD-0000096,2020-01-04,CUST-0366,PROD-0014,GEO-0015,REP-004,CHN-004,5,8423,42115,23163,18952,45
ORD-0000097,2020-01-10,CUST-0162,PROD-0014,GEO-0009,REP-012,CHN-003,6,20195,121170,46045,75125,62
ORD-0000098,2020-01-03,CUST-0340,PROD-0009,GEO-0017,REP-004,CHN-004,2,59991,119982,65990,53992,45
ORD-0000099,2020-01-15,CUST-0335,PROD-0005,GEO-0011,REP-024,CHN-001,4,80112,320448,144202,176246,55
ORD-0000100,2020-01-15,CUST-0463,PROD-0016,GEO-0006,REP-002,CHN-004,5,26795,133975,73686,60289,45
ORD-0000101,2020-01-01,CUST-0253,PROD-0052,GEO-0012,REP-005,CHN-004,5,3100,15500,8525,6975,45
ORD-0000102,2020-01-28,CUST-0232,PROD-0030,GEO-0016,REP-018,CHN-002,3,18524,55572,28897,26675,48
ORD-0000103,2020-01-06,CUST-0105,PROD-0017,GEO-0012,REP-015,CHN-004,9,3302,29718,16345,13373,45
ORD-0000104,2020-01-12,CUST-0338,PROD-0031,GEO-0001,REP-025,CHN-003,7,31058,217406,82614,134792,62
ORD-0000105,2020-01-23,CUST-0040,PROD-0020,GEO-0003,REP-022,CHN-001,2,66456,132912,59810,73102,55
ORD-0000106,2020-01-17,CUST-0275,PROD-0024,GEO-0009,REP-013,CHN-004,7,27374,191618,105390,86228,45
ORD-0000107,2020-01-11,CUST-0389,PROD-0059,GEO-0003,REP-021,CHN-001,10,3702,37020,16659,20361,55
ORD-0000108,2020-01-04,CUST-0081,PROD-0029,GEO-0008,REP-024,CHN-001,6,24401,146406,65883,80523,55
ORD-0000109,2020-01-24,CUST-0055,PROD-0035,GEO-0008,REP-013,CHN-002,7,28547,199829,103911,95918,48
ORD-0000110,2020-01-15,CUST-0110,PROD-0031,GEO-0012,REP-006,CHN-001,3,31847,95541,42993,52548,55
ORD-0000111,2020-01-28,CUST-0190,PROD-0021,GEO-0016,REP-022,CHN-003,5,14764,73820,28052,45768,62
ORD-0000112,2020-01-24,CUST-0455,PROD-0047,GEO-0017,REP-003,CHN-004,10,10216,102160,56188,45972,45
ORD-0000113,2020-01-15,CUST-0100,PROD-0009,GEO-0014,REP-006,CHN-002,5,23604,118020,61370,56650,48
ORD-0000114,2020-01-29,CUST-0011,PROD-0060,GEO-0019,REP-007,CHN-002,6,3028,18168,9447,8721,48
ORD-0000115,2020-01-11,CUST-0035,PROD-0001,GEO-0002,REP-005,CHN-003,9,5064,45576,17319,28257,62
ORD-0000116,2020-01-15,CUST-0129,PROD-0018,GEO-0015,REP-011,CHN-001,1,67625,67625,30431,37194,55
ORD-0000117,2020-01-19,CUST-0310,PROD-0030,GEO-0015,REP-009,CHN-001,4,7110,28440,12798,15642,55
ORD-0000118,2020-01-08,CUST-0425,PROD-0058,GEO-0016,REP-001,CHN-003,10,1521,15210,5780,9430,62
ORD-0000119,2020-01-24,CUST-0122,PROD-0024,GEO-0012,REP-011,CHN-004,5,13781,68905,37898,31007,45
ORD-0000120,2020-01-09,CUST-0429,PROD-0018,GEO-0016,REP-010,CHN-004,10,15967,159670,87819,71851,45
ORD-0000121,2020-01-11,CUST-0083,PROD-0049,GEO-0017,REP-002,CHN-004,9,4214,37926,20859,17067,45
ORD-0000122,2020-01-26,CUST-0357,PROD-0040,GEO-0011,REP-017,CHN-003,6,13144,78864,29968,48896,62
ORD-0000123,2020-01-26,CUST-0111,PROD-0053,GEO-0019,REP-012,CHN-004,10,1982,19820,10901,8919,45
ORD-0000124,2020-01-17,CUST-0210,PROD-0028,GEO-0013,REP-016,CHN-001,6,29418,176508,79429,97079,55
ORD-0000125,2020-01-20,CUST-0039,PROD-0017,GEO-0019,REP-008,CHN-002,10,2745,27450,14274,13176,48
ORD-0000126,2020-01-24,CUST-0495,PROD-0031,GEO-0017,REP-021,CHN-002,7,5311,37177,19332,17845,48
ORD-0000127,2020-01-06,CUST-0048,PROD-0023,GEO-0001,REP-013,CHN-001,6,4436,26616,11977,14639,55
ORD-0000128,2020-01-23,CUST-0399,PROD-0003,GEO-0008,REP-014,CHN-004,8,14548,116384,64011,52373,45
ORD-0000129,2020-01-28,CUST-0144,PROD-0053,GEO-0005,REP-020,CHN-002,1,107048,107048,55665,51383,48
ORD-0000130,2020-01-29,CUST-0393,PROD-0038,GEO-0011,REP-011,CHN-002,4,27194,108776,56564,52212,48
ORD-0000131,2020-01-01,CUST-0480,PROD-0006,GEO-0007,REP-023,CHN-004,2,64574,129148,71031,58117,45
ORD-0000132,2020-01-19,CUST-0247,PROD-0029,GEO-0008,REP-008,CHN-002,7,3576,25032,13017,12015,48
ORD-0000133,2020-01-26,CUST-0292,PROD-0036,GEO-0016,REP-001,CHN-002,3,35262,105786,55009,50777,48
ORD-0000134,2020-01-03,CUST-0452,PROD-0052,GEO-0008,REP-005,CHN-001,6,2969,17814,8016,9798,55
ORD-0000135,2020-01-15,CUST-0073,PROD-0019,GEO-0005,REP-014,CHN-004,3,9294,27882,15335,12547,45
ORD-0000136,2020-01-18,CUST-0183,PROD-0018,GEO-0019,REP-023,CHN-004,7,3085,21595,11877,9718,45
ORD-0000137,2020-01-13,CUST-0157,PROD-0021,GEO-0018,REP-002,CHN-001,6,9394,56364,25364,31000,55
ORD-0000138,2020-01-26,CUST-0358,PROD-0026,GEO-0013,REP-001,CHN-004,6,10702,64212,35317,28895,45
ORD-0000139,2020-01-06,CUST-0065,PROD-0050,GEO-0016,REP-021,CHN-003,8,16033,128264,48740,79524,62
ORD-0000140,2020-01-15,CUST-0305,PROD-0035,GEO-0003,REP-003,CHN-004,3,14508,43524,23938,19586,45
ORD-0000141,2020-01-20,CUST-0006,PROD-0026,GEO-0009,REP-018,CHN-003,2,10975,21950,8341,13609,62
ORD-0000142,2020-01-26,CUST-0420,PROD-0059,GEO-0015,REP-014,CHN-002,5,3122,15610,8117,7493,48
ORD-0000143,2020-01-09,CUST-0148,PROD-0008,GEO-0013,REP-006,CHN-001,4,87459,349836,157426,192410,55
ORD-0000144,2020-01-24,CUST-0041,PROD-0009,GEO-0008,REP-021,CHN-002,2,67668,135336,70375,64961,48
ORD-0000145,2020-01-19,CUST-0325,PROD-0021,GEO-0009,REP-001,CHN-003,1,29237,29237,11110,18127,62
ORD-0000146,2020-01-01,CUST-0146,PROD-0039,GEO-0018,REP-024,CHN-002,10,9489,94890,49343,45547,48
ORD-0000147,2020-01-01,CUST-0427,PROD-0009,GEO-0001,REP-021,CHN-001,3,17181,51543,23194,28349,55
ORD-0000148,2020-01-02,CUST-0133,PROD-0033,GEO-0004,REP-010,CHN-002,6,14628,87768,45639,42129,48
ORD-0000149,2020-01-22,CUST-0184,PROD-0050,GEO-0004,REP-003,CHN-001,6,7290,43740,19683,24057,55
ORD-0000150,2020-01-30,CUST-0127,PROD-0039,GEO-0012,REP-008,CHN-003,5,7054,35270,13403,21867,62
ORD-0000151,2020-01-01,CUST-0385,PROD-0042,GEO-0018,REP-007,CHN-004,9,3801,34209,18815,15394,45
ORD-0000152,2020-01-11,CUST-0460,PROD-0005,GEO-0010,REP-007,CHN-004,3,47143,141429,77786,63643,45
ORD-0000153,2020-01-27,CUST-0046,PROD-0032,GEO-0018,REP-015,CHN-001,6,16459,98754,44439,54315,55
ORD-0000154,2020-01-30,CUST-0500,PROD-0032,GEO-0002,REP-001,CHN-001,4,22727,90908,40909,49999,55
ORD-0000155,2020-01-06,CUST-0067,PROD-0005,GEO-0014,REP-001,CHN-001,4,61459,245836,110626,135210,55
ORD-0000156,2020-01-13,CUST-0090,PROD-0005,GEO-0004,REP-024,CHN-002,1,47932,47932,24925,23007,48
ORD-0000157,2020-01-05,CUST-0094,PROD-0056,GEO-0015,REP-016,CHN-003,10,9552,95520,36298,59222,62
ORD-0000158,2020-01-16,CUST-0226,PROD-0029,GEO-0015,REP-017,CHN-002,2,26086,52172,27129,25043,48
ORD-0000159,2020-01-20,CUST-0232,PROD-0026,GEO-0017,REP-010,CHN-001,3,18382,55146,24816,30330,55
ORD-0000160,2020-01-01,CUST-0479,PROD-0019,GEO-0005,REP-011,CHN-003,10,2638,26380,10024,16356,62
ORD-0000161,2020-01-29,CUST-0021,PROD-0003,GEO-0018,REP-004,CHN-003,6,56926,341556,129791,211765,62
ORD-0000162,2020-01-07,CUST-0339,PROD-0030,GEO-0012,REP-022,CHN-002,10,2192,21920,11398,10522,48
ORD-0000163,2020-01-06,CUST-0144,PROD-0053,GEO-0010,REP-004,CHN-002,6,21915,131490,68375,63115,48
ORD-0000164,2020-01-29,CUST-0107,PROD-0031,GEO-0006,REP-015,CHN-003,7,11095,77665,29513,48152,62
ORD-0000165,2020-01-19,CUST-0297,PROD-0020,GEO-0003,REP-014,CHN-002,9,16222,145998,75919,70079,48
ORD-0000166,2020-01-14,CUST-0059,PROD-0059,GEO-0014,REP-005,CHN-002,10,10234,102340,53217,49123,48
ORD-0000167,2020-01-23,CUST-0291,PROD-0027,GEO-0014,REP-016,CHN-004,10,5881,58810,32346,26464,45
ORD-0000168,2020-01-19,CUST-0359,PROD-0007,GEO-0001,REP-024,CHN-002,4,24506,98024,50972,47052,48
ORD-0000169,2019-12-31,CUST-0010,PROD-0036,GEO-0018,REP-025,CHN-002,2,22119,44238,23004,21234,48
ORD-0000170,2020-01-10,CUST-0031,PROD-0002,GEO-0004,REP-017,CHN-003,8,6425,51400,19532,31868,62
ORD-0000171,2020-01-01,CUST-0446,PROD-0038,GEO-0002,REP-016,CHN-001,6,5852,35112,15800,19312,55
ORD-0000172,2020-01-03,CUST-0306,PROD-0033,GEO-0015,REP-005,CHN-003,2,56212,112424,42721,69703,62
ORD-0000173,2020-01-03,CUST-0152,PROD-0015,GEO-0008,REP-004,CHN-004,8,12524,100192,55106,45086,45
ORD-0000174,2020-01-14,CUST-0190,PROD-0020,GEO-0019,REP-021,CHN-004,7,11076,77532,42643,34889,45
ORD-0000175,2020-01-12,CUST-0132,PROD-0029,GEO-0013,REP-021,CHN-004,10,7244,72440,39842,32598,45
ORD-0000176,2020-01-04,CUST-0071,PROD-0007,GEO-0008,REP-011,CHN-003,6,57360,344160,130781,213379,62
ORD-0000177,2020-01-06,CUST-0327,PROD-0051,GEO-0019,REP-005,CHN-004,3,6835,20505,11278,9227,45
ORD-0000178,2020-01-17,CUST-0174,PROD-0056,GEO-0004,REP-023,CHN-002,1,131540,131540,68401,63139,48
ORD-0000179,2020-01-15,CUST-0224,PROD-0036,GEO-0001,REP-018,CHN-002,8,5325,42600,22152,20448,48
ORD-0000180,2020-01-21,CUST-0147,PROD-0001,GEO-0001,REP-024,CHN-003,10,13714,137140,52113,85027,62
ORD-0000181,2020-01-01,CUST-0336,PROD-0007,GEO-0019,REP-003,CHN-004,7,6612,46284,25456,20828,45
ORD-0000182,2020-01-30,CUST-0385,PROD-0016,GEO-0015,REP-019,CHN-004,10,2753,27530,15142,12388,45
ORD-0000183,2020-01-30,CUST-0258,PROD-0006,GEO-0006,REP-001,CHN-001,10,30653,306530,137939,168591,55
ORD-0000184,2020-01-01,CUST-0143,PROD-0033,GEO-0006,REP-022,CHN-002,5,16698,83490,43415,40075,48
ORD-0000185,2020-01-23,CUST-0098,PROD-0038,GEO-0011,REP-015,CHN-002,10,3577,35770,18600,17170,48
ORD-0000186,2020-01-09,CUST-0453,PROD-0004,GEO-0018,REP-004,CHN-002,1,117536,117536,61119,56417,48
ORD-0000187,2020-01-22,CUST-0204,PROD-0003,GEO-0012,REP-024,CHN-002,1,47173,47173,24530,22643,48
ORD-0000188,2020-01-06,CUST-0088,PROD-0040,GEO-0018,REP-016,CHN-004,9,3792,34128,18770,15358,45
ORD-0000189,2020-01-03,CUST-0342,PROD-0007,GEO-0006,REP-019,CHN-002,6,19490,116940,60809,56131,48
ORD-0000190,2020-01-30,CUST-0398,PROD-0010,GEO-0010,REP-022,CHN-003,5,19983,99915,37968,61947,62
ORD-0000191,2020-01-19,CUST-0325,PROD-0018,GEO-0006,REP-006,CHN-004,2,14999,29998,16499,13499,45
ORD-0000192,2020-01-21,CUST-0091,PROD-0015,GEO-0004,REP-002,CHN-004,7,14542,101794,55987,45807,45
ORD-0000193,2020-01-25,CUST-0236,PROD-0033,GEO-0010,REP-009,CHN-001,9,10313,92817,41768,51049,55
ORD-0000194,2020-01-15,CUST-0311,PROD-0020,GEO-0009,REP-014,CHN-001,10,7084,70840,31878,38962,55
ORD-0000195,2020-01-27,CUST-0259,PROD-0056,GEO-0010,REP-009,CHN-003,4,9642,38568,14656,23912,62
ORD-0000196,2020-01-26,CUST-0425,PROD-0011,GEO-0006,REP-013,CHN-003,9,4750,42750,16245,26505,62
ORD-0000197,2020-01-24,CUST-0351,PROD-0047,GEO-0016,REP-009,CHN-001,6,19367,116202,52291,63911,55
ORD-0000198,2020-01-06,CUST-0023,PROD-0043,GEO-0011,REP-009,CHN-004,2,135880,271760,149468,122292,45
ORD-0000199,2020-01-02,CUST-0186,PROD-0028,GEO-0011,REP-010,CHN-002,2,36651,73302,38117,35185,48
ORD-0000200,2020-01-10,CUST-0483,PROD-0040,GEO-0019,REP-006,CHN-002,6,15306,91836,47755,44081,48
ORD-0000201,2020-01-14,CUST-0274,PROD-0027,GEO-0016,REP-013,CHN-002,10,5862,58620,30482,28138,48
ORD-0000202,2020-01-15,CUST-0099,PROD-0025,GEO-0014,REP-018,CHN-001,9,2397,21573,9708,11865,55
ORD-0000203,2019-12-31,CUST-0060,PROD-0022,GEO-0006,REP-015,CHN-004,10,2468,24680,13574,11106,45
ORD-0000204,2020-01-18,CUST-0174,PROD-0001,GEO-0018,REP-008,CHN-003,3,114851,344553,130930,213623,62
ORD-0000205,2020-01-23,CUST-0048,PROD-0002,GEO-0013,REP-023,CHN-003,5,11410,57050,21679,35371,62
ORD-0000206,2020-01-10,CUST-0070,PROD-0024,GEO-0011,REP-015,CHN-003,8,21779,174232,66208,108024,62
ORD-0000207,2020-01-08,CUST-0308,PROD-0021,GEO-0004,REP-023,CHN-003,9,2795,25155,9559,15596,62
ORD-0000208,2020-01-11,CUST-0309,PROD-0020,GEO-0001,REP-013,CHN-004,8,9489,75912,41752,34160,45
ORD-0000209,2020-01-16,CUST-0444,PROD-0041,GEO-0005,REP-019,CHN-003,6,5180,31080,11810,19270,62
ORD-0000210,2020-01-07,CUST-0001,PROD-0055,GEO-0015,REP-003,CHN-004,3,6181,18543,10199,8344,45
ORD-0000211,2020-01-11,CUST-0183,PROD-0048,GEO-0008,REP-007,CHN-001,2,9849,19698,8864,10834,55
ORD-0000212,2020-01-23,CUST-0365,PROD-0043,GEO-0010,REP-012,CHN-001,6,6073,36438,16397,20041,55
ORD-0000213,2020-01-16,CUST-0174,PROD-0020,GEO-0017,REP-006,CHN-004,5,36925,184625,101544,83081,45
ORD-0000214,2020-01-19,CUST-0319,PROD-0015,GEO-0007,REP-014,CHN-002,10,4260,42600,22152,20448,48
ORD-0000215,2020-01-21,CUST-0077,PROD-0028,GEO-0013,REP-024,CHN-003,10,5609,56090,21314,34776,62
ORD-0000216,2020-01-03,CUST-0059,PROD-0020,GEO-0016,REP-014,CHN-001,6,31667,190002,85501,104501,55
ORD-0000217,2020-01-23,CUST-0161,PROD-0060,GEO-0019,REP-020,CHN-004,10,1501,15010,8256,6754,45
ORD-0000218,2020-01-03,CUST-0356,PROD-0022,GEO-0004,REP-017,CHN-004,4,43603,174412,95927,78485,45
ORD-0000219,2020-01-27,CUST-0471,PROD-0032,GEO-0018,REP-004,CHN-002,4,10729,42916,22316,20600,48
